1,2,4,8,16,32,64
0.08951822916666667,0.08950014467592593,0.08947301793981481,0.0894458912037037,0.08945493344907407,0.0893825954861111,0.08935546875
0.05372902199074074,0.05373806423611111,0.05374710648148148,0.05381040219907408,0.05400028935185185,0.05392795138888889,0.053521050347222224
0.03661205150462963,0.03682906539351852,0.03672055844907408,0.037046079282407406,0.037353515625,0.03700991030092592,0.03626844618055555
0.024206090856481483,0.024459273726851853,0.024540653935185185,0.024784794560185185,0.025191695601851853,0.02467628761574074,0.02366355613425926
0.008282696759259259,0.008391203703703705,0.008436414930555556,0.008472583912037037,0.008653428819444444,0.008418330439814815,0.006844979745370371
0.0017722800925925927,0.0017632378472222222,0.001925998263888889,0.0018627025462962963,0.001998336226851852,0.001591435185185185,0.0014015480324074073
0.08964482060185185,0.08964482060185185,0.08966290509259259,0.08973524305555555,0.08956344039351852,0.08946397569444445,0.08919270833333333
0.054108796296296294,0.054117838541666664,0.05417209201388889,0.05422634548611111,0.054262514467592594,0.05399124710648148,0.05296947337962963
0.03761574074074074,0.037660951967592594,0.03764286747685185,0.03760669849537037,0.03787796585648148,0.037037037037037035,0.035725911458333336
0.02557146990740741,0.025679976851851853,0.02540870949074074,0.025734230324074073,0.02546296296296296,0.024947554976851853,0.022795500578703703
0.009403935185185185,0.009449146412037037,0.009105541087962963,0.009214048032407407,0.009611906828703705,0.008409288194444444,0.006555627893518518
0.0023600260416666665,0.002387152777777778,0.002369068287037037,0.002369068287037037,0.0025499131944444445,0.0020706741898148147,0.001708984375
0.10835774739583333,0.05691189236111111,0.025101273148148147,0.009168836805555556,0.003390842013888889,0.001708984375,0.001293041087962963
0.1513400607638889,0.12146577380952381,0.10550944010416667,0.09812644675925926,0.09398509837962964,0.09186017071759259,0.09107349537037036
0.174267578125,0.14668782552083334,0.13434709821428573,0.12797619047619047,0.12636021205357142,0.12489536830357142,0.12454659598214286
0.19147135416666666,0.16756184895833334,0.15699598524305555,0.1529541015625,0.1511773003472222,0.14988878038194445,0.14811197916666666
0.20540364583333334,0.18409830729166668,0.17430013020833332,0.16959635416666666,0.168310546875,0.16708984375,0.166552734375
0.21195475260416666,0.191357421875,0.183154296875,0.17706705729166666,0.1771484375,0.17454427083333332,0.1748046875
